"pcon24","A_n","B_n","C_n","D_n","E_n","F_n","G_n","number_of_epcs","A_pct","B_pct","C_pct","D_pct","E_pct","F_pct","G_pct","ABC_n","ABC_pct","DEFG_n","DEFG_pct"
"E14001188",52,9124,16837,17919,5734,715,253,50634,0.00102697791997472,0.180195125804795,0.332523600742584,0.353892641308212,0.113244065252597,0.0141209463996524,0.0049966425721847,26013,0.513745704467354,24621,0.486254295532646
"E14001189",70,5337,10606,17177,4772,559,170,38691,0.0018092062753612,0.137939055594324,0.274120596521155,0.443953374169704,0.123336176371766,0.0144478043989558,0.00439378666873433,16013,0.41386885839084,22678,0.58613114160916
"E14001190",159,4568,12272,16158,6292,1098,273,40820,0.00389514943655071,0.111905928466438,0.300636942675159,0.395835374816267,0.154140127388535,0.0268985791278785,0.00668789808917197,16999,0.416438020578148,23821,0.583561979421852
"E14001191",106,10916,12585,12324,3537,478,110,40056,0.00264629518673857,0.272518474136209,0.314185140802876,0.307669263031756,0.088301378070701,0.011933293389255,0.00274615538246455,23607,0.589349910125824,16449,0.410650089874176
"E14001192",284,8694,10014,12400,5022,1521,335,38270,0.00742095636268618,0.227175333159132,0.261667102168801,0.32401358766658,0.131225503004965,0.0397439247452313,0.00875359289260517,18992,0.496263391690619,19278,0.503736608309381
"E14001193",94,4310,13256,15775,5941,953,182,40511,0.00232035743378342,0.106390856804325,0.327219767470564,0.389400409765249,0.146651526745822,0.0235244748339957,0.00449260694626151,17660,0.435930981708672,22851,0.564069018291328
"E14001194",118,4290,14057,16967,7330,1169,258,44189,0.00267034782411912,0.0970829844531444,0.318110842064767,0.383964335015502,0.165878386023671,0.0264545475118242,0.00583855710697232,18465,0.417864174342031,25724,0.582135825657969
"E14001195",233,4902,9076,11849,5975,1948,626,34609,0.00673235285619348,0.141639457944465,0.262243924990609,0.342367592244792,0.172642954144876,0.0562859371839695,0.0180877806350949,14211,0.410615735791268,20398,0.589384264208732
"E14001196",84,2246,11145,12754,4565,803,260,31857,0.002636783124588,0.0705025583074364,0.349844618137301,0.400351571083278,0.143296606711241,0.0252063910600496,0.00816147157610572,13475,0.422983959569325,18382,0.577016040430675
"E14001197",286,13356,11223,11740,4132,919,201,41858,0.0068326245878924,0.319078790195423,0.268120789335372,0.280472072244254,0.0987147020880118,0.0219551818051507,0.00480194944813417,24865,0.594032204118687,16992,0.405943905585551
"E14001198",98,4837,14091,19131,6242,965,249,45613,0.00214851029311819,0.106044329467476,0.308925087146208,0.419419902220858,0.136846951526977,0.0211562493148883,0.00545897003047377,19026,0.417117926906803,26587,0.582882073093197
"E14001199",125,4477,9467,13209,3778,849,262,32167,0.00388597009357416,0.139179904871452,0.294307831006933,0.410638231728169,0.117449560108185,0.0263935088755557,0.00814499331613144,14069,0.437373705971959,18098,0.562626294028041
"E14001200",93,3454,9851,16794,5581,1013,286,37072,0.00250863185153215,0.0931700474751834,0.265726154510142,0.453010358221839,0.150544885627967,0.0273252050064739,0.00771471730686232,13398,0.361404833836858,23674,0.638595166163142
"E14001201",148,4548,10073,11640,5029,1096,283,32817,0.00450985769570649,0.138586708108602,0.306944571411159,0.354694213365024,0.153243745619648,0.033397324557394,0.00862357924246579,14769,0.450041137215468,18048,0.549958862784532
"E14001202",116,5421,13811,15978,5011,1108,355,41800,0.00277511961722488,0.129688995215311,0.330406698564593,0.382248803827751,0.11988038277512,0.0265071770334928,0.00849282296650718,19348,0.462870813397129,22452,0.537129186602871
"E14001203",421,7683,11006,12749,4615,1231,376,38081,0.0110553819490034,0.201754155615661,0.289015519550432,0.334786376408183,0.121189044405347,0.0323258317796276,0.00987369029174654,19110,0.501825057115097,18971,0.498174942884903
"E14001204",74,3041,13795,16044,4683,796,201,38634,0.00191541129574986,0.0787130506807475,0.357068903038774,0.415281876067712,0.121214474297251,0.0206036133975255,0.00520267122223948,16910,0.437697365015272,21724,0.562302634984729
"E14001205",67,3240,17161,18138,5907,867,211,45591,0.0014695882959356,0.0710666578930052,0.37641201114255,0.397841679278805,0.12956504573271,0.0190169112324801,0.00462810642451361,20468,0.448948257331491,25123,0.551051742668509
"E14001206",195,9258,16561,14660,3962,553,108,45297,0.00430492085568581,0.204384396317637,0.365609201492373,0.323641742278738,0.0874671611806521,0.0122083140163808,0.00238426385853368,26014,0.574298518665695,19283,0.425701481334305
"E14001207",48,13429,19192,21105,6912,880,245,61811,0.000776560806328971,0.217259063920661,0.310494895730533,0.341444079532769,0.111824756111372,0.0142369481160311,0.00396369578230412,32669,0.528530520457524,29142,0.471469479542476
"E14001208",34,5059,14624,16011,4252,536,166,40682,0.000835750454746571,0.124354751487144,0.359471019123937,0.393564721498451,0.104517968634777,0.0131753601101224,0.00408042869082149,19717,0.484661521065828,20965,0.515338478934172
"E14001209",134,6493,11689,16110,4118,453,168,39165,0.00342142218817822,0.165785778118218,0.298455253415039,0.411336652623516,0.105144899782969,0.0115664496361547,0.00428954423592493,18316,0.467662453721435,20849,0.532337546278565
"E14001210",118,7206,11177,11508,2860,382,53,33304,0.00354311794379054,0.216370405957242,0.33560533269277,0.345544078789335,0.0858755705020418,0.0114700936824405,0.00159140043238049,18501,0.555518856593803,14803,0.444481143406197
"E14001211",220,3323,16985,17819,3504,577,165,42593,0.00516516798534971,0.0780175146150776,0.398774446505294,0.418355128777029,0.0822670391848426,0.0135468269433945,0.00387387598901228,20528,0.481957129105722,22065,0.518042870894278
"E14001212",187,6306,9402,11579,4885,1375,356,34090,0.00548547961278967,0.184980932824875,0.275799354649457,0.339659724259314,0.143297154590789,0.0403344089175711,0.0104429451452039,15895,0.466265767087122,18195,0.533734232912878
"E14001213",21,2653,10621,19059,4537,416,167,37474,0.000560388536051662,0.0707957517211934,0.283423173400224,0.508592624219459,0.121070608955543,0.0111010300474996,0.00445642312002989,13295,0.354779313657469,24179,0.645220686342531
"E14001214",319,5376,9706,11017,4319,1068,311,32116,0.00993274380371155,0.167393199651264,0.302216963507286,0.343037738199028,0.134481255448997,0.0332544526092913,0.00968364678042097,15401,0.479542906962262,16715,0.520457093037738
"E14001215",226,4218,10278,12047,4945,1087,244,33045,0.00683915872295355,0.127644121652292,0.311030413073082,0.364563474050537,0.149644424269935,0.0328945377515509,0.00738387047964896,14722,0.445513693448328,18323,0.554486306551672
"E14001216",266,3643,16109,19446,6956,1231,390,48041,0.00553693719947545,0.0758310609687559,0.335317749422368,0.404779251056389,0.144792989321621,0.0256239462126101,0.00811806581877979,20018,0.4166857475906,28023,0.5833142524094
"E14001217",286,6732,10046,11439,5508,1501,308,35820,0.00798436627582356,0.187939698492462,0.280457844779453,0.319346733668342,0.153768844221106,0.0419039642657733,0.00859854829704076,17064,0.476381909547739,18756,0.523618090452261
"E14001218",74,2411,10384,15970,5082,843,203,34967,0.00211628106500415,0.0689507249692567,0.296965710527068,0.456716332542111,0.145337032058798,0.0241084451053851,0.00580547373237624,12869,0.368032716561329,22098,0.631967283438671
"E14001219",55,3285,17488,16841,4978,766,223,43636,0.00126042717022642,0.0752818773489779,0.40077000641672,0.385942799523329,0.114080117334311,0.0175543129526079,0.00511045925382712,20828,0.477312310935924,22808,0.522687689064075
"E14001220",195,6165,11984,12079,2625,370,80,33498,0.00582124305928712,0.184040838259001,0.35775270165383,0.360588691862201,0.0783628873365574,0.0110454355483909,0.00238820228073318,18344,0.547614782972118,15154,0.452385217027882
"E14001221",27,2458,12486,19363,6003,724,205,41266,0.000654291668686085,0.0595647748751999,0.302573547230165,0.469224058546988,0.145470847671206,0.0175447099306935,0.00496777007706102,14971,0.362792613774051,26295,0.637207386225949
"E14001222",106,5150,11326,12830,3516,505,148,33581,0.00315654685685358,0.153360531252792,0.337274053780412,0.382061284655013,0.104702063666955,0.0150382656859534,0.00440725410202198,16582,0.493791131890057,16999,0.506208868109943
"E14001223",103,5262,11201,14204,5112,767,131,36781,0.00280035888094397,0.143062994480846,0.304532231315081,0.386177646067263,0.138984801935782,0.0208531578804274,0.00356162148935592,16566,0.450395584676871,20214,0.549577227372828
"E14001224",549,7011,13107,13430,5208,1247,256,40808,0.0134532444618702,0.171804548127818,0.321187022152519,0.329102136835915,0.127622034895119,0.0305577337776906,0.00627327974906881,20667,0.506444814742207,20141,0.493555185257793
"E14001225",110,4100,15007,19119,6018,869,235,45458,0.00241981609397686,0.0901931453209556,0.330128910202825,0.420586035461305,0.132385938668661,0.0191165471424172,0.00516960710985965,19217,0.422741871617757,26241,0.577258128382243
"E14001226",37,3435,11214,13767,4912,873,174,34412,0.00107520632337557,0.0998198302917587,0.325874694873881,0.400063931186795,0.142740904335697,0.0253690573055911,0.00505637568290131,14686,0.426769731489015,19726,0.573230268510984
"E14001227",54,4484,11543,13352,5870,910,132,36345,0.00148576145274453,0.12337322877975,0.317595267574632,0.367368276241574,0.161507772733526,0.025037831888843,0.00363186132893108,16081,0.442454257807126,20264,0.557545742192874
"E14001228",101,2531,11324,14372,6074,1190,233,35825,0.00281926029309142,0.070648988136776,0.31609211444522,0.401172365666434,0.169546406140963,0.0332170272156315,0.00650383810188416,13956,0.389560362875087,21869,0.610439637124913
"E14001229",53,5399,18416,17574,4435,483,127,46487,0.00114010368490116,0.11613999612795,0.39615376341773,0.378041172800998,0.0954030158969174,0.0103900015057973,0.00273194656570654,23868,0.513433863230581,22619,0.486566136769419
"E14001230",69,4293,12038,13613,5338,1016,169,36536,0.00188854828114736,0.117500547405299,0.329483249397854,0.372591416684914,0.146102474271951,0.0278081891832713,0.00462557477556383,16400,0.4488723450843,20136,0.5511276549157
"E14001231",602,3075,14721,14771,4104,758,224,38255,0.015736505032022,0.0803816494575872,0.384812442817932,0.3861194615083,0.107280094105346,0.0198144033459678,0.00585544373284538,18398,0.480930597307542,19857,0.519069402692459
"E14001232",781,12013,11377,12237,4425,996,291,42120,0.0185422602089269,0.285208926875594,0.270109211775878,0.290527065527066,0.10505698005698,0.0236467236467236,0.00690883190883191,24171,0.573860398860399,17949,0.426139601139601
"E14001233",88,4731,12037,13074,3634,621,132,34317,0.002564326718536,0.137861701197657,0.350759098988839,0.380977358160678,0.105895037444998,0.018095987411487,0.003846490077804,16856,0.491185126905032,17461,0.508814873094968
"E14001234",337,5070,12037,12997,4426,886,184,35937,0.00937752177421599,0.141080223724852,0.334947268831566,0.361660683974734,0.123159974399644,0.0246542560592147,0.00512007123577372,17444,0.485405014330634,18493,0.514594985669366
"E14001235",292,6814,12137,12289,3923,905,279,36639,0.00796964982668741,0.185976691503589,0.331259040912689,0.335407625753978,0.107071699555119,0.0247004557984661,0.00761483664947187,19243,0.525205382242965,17396,0.474794617757035
"E14001236",97,4962,13010,14431,3605,429,137,36671,0.00264514193777099,0.135311281394017,0.35477625371547,0.393526219628589,0.0983065637697363,0.0116986174361212,0.00373592211829511,18069,0.492732677047258,18602,0.507267322952742
"E14001237",1021,9678,13892,12280,3359,488,91,40809,0.0250189909088681,0.237153569065647,0.34041510451126,0.300914014065525,0.0823102746943076,0.0119581464872945,0.00222990026709794,24591,0.602587664485775,16218,0.397412335514225
"E14001238",90,4858,17778,19617,7279,1032,215,50869,0.00176925042756885,0.0955002064125499,0.349485934459101,0.385637618195758,0.143093042914152,0.0202874049027895,0.00422654268808115,22726,0.44675539129922,28143,0.553244608700781
"E14001239",77,4342,13389,15344,5729,1087,378,40346,0.00190849154810886,0.107619094829723,0.331854458930253,0.380310315768602,0.141996728300203,0.0269419521142121,0.00936895850889803,17808,0.441382045308085,22538,0.558617954691915
"E14001240",242,4991,7778,10194,5973,2120,640,31938,0.00757718078777632,0.156271526081783,0.24353434779886,0.319180913018974,0.187018598534661,0.0663786085540735,0.0200388252238713,13011,0.40738305466842,18927,0.59261694533158
"E14001241",210,4489,9890,11391,5083,1434,426,32923,0.00637851957598032,0.136348449412265,0.30039789812593,0.345989126142818,0.154390547641466,0.0435561765331227,0.0129392825684172,14589,0.443124867114176,18334,0.556875132885824
"E14001242",117,6997,9843,15919,6294,1197,336,40703,0.00287448099648675,0.171903790875365,0.241824926909564,0.391101393017714,0.1546323366828,0.0294081517332875,0.00825491978478245,16957,0.416603198781417,23746,0.583396801218583
"E14001243",291,5580,12417,13770,5628,1414,401,39501,0.00736690210374421,0.141262246525404,0.314346472241209,0.348598769651401,0.1424774056353,0.0357965621123516,0.0101516417305891,18288,0.462975620870358,21213,0.537024379129642
"E14001244",16,2684,15631,15774,4071,500,91,38767,0.000412722160600511,0.0692341424407357,0.403203755771661,0.406892460082029,0.105011994737792,0.012897567518766,0.0023473572884154,18331,0.472850620372998,20436,0.527149379627002
"E14001245",205,3788,11283,15495,6442,1239,139,38591,0.00531211940607914,0.0981576015133062,0.292373869555078,0.401518488766811,0.166930113238838,0.0321059314347905,0.00360187608509756,15276,0.395843590474463,23315,0.604156409525537
"E14001246",19,2802,11417,15906,4561,634,203,35542,0.000534578808170615,0.0788363063417928,0.321225592257048,0.447526869619042,0.128327049687693,0.017838050756851,0.00571155252940183,14238,0.400596477407011,21304,0.599403522592989
"E14001247",246,4908,10523,11718,5349,1824,525,35093,0.00700994500327701,0.139856951528795,0.299860371014162,0.333912746131707,0.152423560254182,0.0519761775852734,0.0149602484826034,15677,0.446727267546234,19416,0.553272732453766
"E14001248",151,6180,17139,16797,5059,712,237,46275,0.00326310102647218,0.13354943273906,0.370372771474878,0.362982171799028,0.109324689357104,0.0153862776877364,0.00512155591572123,23470,0.507185305240411,22805,0.492814694759589
"E14001249",322,5408,9736,12239,5244,1258,300,34507,0.00933143999768163,0.156721824557336,0.28214565160692,0.354681658793868,0.151969165676529,0.0364563711710667,0.00869388819659779,15466,0.448198916161938,19041,0.551801083838062
"E14001250",181,6260,11233,13847,4925,1302,390,38138,0.00474592270176727,0.164140752005873,0.294535633751114,0.363076196968902,0.129136294509413,0.0341391787718286,0.0102260212911007,17674,0.463422308458755,20464,0.536577691541245
"E14001251",30,2672,13650,18536,6023,840,252,42003,0.000714234697521606,0.0636145037259243,0.324976787372331,0.441301811775349,0.143394519439088,0.019998571530605,0.00599957145918149,16352,0.389305525795776,25651,0.610694474204224
"E14001252",104,3019,14995,14128,3300,704,143,36393,0.0028576924133762,0.082955513422911,0.412029785947847,0.38820652323249,0.0906767785013601,0.0193443794136235,0.00392932706839227,18118,0.497842991784134,18275,0.502157008215866
"E14001253",190,5713,13254,15054,6116,1492,360,42179,0.00450461129946182,0.13544654923066,0.314232200858247,0.356907465800517,0.145001066881624,0.035373052941037,0.00853505298845397,19157,0.454183361388369,23022,0.545816638611631
"E14001254",84,4452,12945,14197,4779,828,222,37507,0.00223958194470366,0.118697843069294,0.345135574692724,0.378516010344736,0.127416215639747,0.0220758791692217,0.00591889513957395,17481,0.466072999706721,20026,0.533927000293279
"E14001255",28,1779,12541,21292,6786,905,275,43606,0.000642113470623309,0.0407971380085309,0.28759803696739,0.488281429161125,0.155620786130349,0.0207540246755034,0.00630647158647892,14348,0.329037288446544,29258,0.670962711553456
"E14001256",111,3375,13292,14354,5867,2018,732,39749,0.00279252308234169,0.0849077964225515,0.334398349644016,0.361116002918312,0.147601197514403,0.0507685727942841,0.0184155576240912,16778,0.422098669148909,22971,0.577901330851091
"E14001257",314,19915,17117,13324,3604,443,143,54860,0.00572366022602989,0.36301494713817,0.312012395187751,0.242872767043383,0.0656944950783813,0.00807510025519504,0.00260663507109005,37346,0.68075100255195,17514,0.31924899744805
"E14001258",209,3712,12213,13589,4930,768,147,35568,0.00587606837606838,0.104363472784525,0.34337044534413,0.382056905083221,0.138607737291948,0.0215924426450742,0.00413292847503374,16134,0.453609986504723,19434,0.546390013495277
"E14001259",34,4349,19556,15638,3945,424,192,44138,0.000770311296388599,0.0985318772939417,0.443064932711043,0.354297883909556,0.0893787665956772,0.00960623499025783,0.00434999320313562,23939,0.542367121301373,20199,0.457632878698627
"E14001260",121,12743,22196,12505,3001,528,251,51345,0.00235660726458272,0.248183854318824,0.432291362352712,0.243548544162041,0.0584477553802707,0.0102833771545428,0.00488849936702697,35060,0.682831823936118,16285,0.317168176063882
"E14001261",49,2310,10432,14730,4767,852,224,33364,0.00146864884306438,0.0692363026016065,0.31267234144587,0.441493825680374,0.142878551732406,0.025536506414099,0.00671382328258003,12791,0.383377292890541,20573,0.616622707109459
"E14001262",50,2655,13070,17462,8680,1401,671,43990,0.00113662195953626,0.0603546260513753,0.297112980222778,0.396953853148443,0.197317572175494,0.031848147306206,0.0152534666969766,15775,0.358604228233689,28214,0.64137303932712
"E14001263",550,8940,13422,12596,2669,394,119,38690,0.0142155595761179,0.231067459291807,0.346911346601189,0.325562160765056,0.0689842336521065,0.0101835099508917,0.00307573016283277,22912,0.592194365469114,15778,0.407805634530886
"E14001264",46,6653,22194,20556,5744,799,231,56223,0.000818170499617594,0.118332355085997,0.39474947975028,0.36561549543781,0.102164594560945,0.0142112658520534,0.00410863881329705,28893,0.513900005335895,27330,0.486099994664105
"E14001265",37,4122,21008,22034,6714,812,217,54944,0.000673412929528247,0.075021840419336,0.382352941176471,0.401026499708794,0.122197146185207,0.014778683750728,0.00394947582993594,25167,0.458048194525335,29777,0.541951805474665
"E14001266",170,6915,10325,14006,4795,770,135,37116,0.00458023493910982,0.186307791787908,0.278181916154758,0.377357473865718,0.129189567841362,0.0207457700183209,0.0036372453928225,17410,0.469069942881776,19706,0.530930057118224
"E14001267",128,5177,19362,18100,3570,500,115,46952,0.00272618844777645,0.110261543704209,0.412378599420685,0.385500085193389,0.0760350996762651,0.0106491736241268,0.00244930993354916,24667,0.52536633157267,22285,0.47463366842733
"E14001268",130,3051,11354,13089,4567,828,156,33175,0.00391861341371515,0.0919668425018839,0.34224566691786,0.394544084400904,0.137663903541824,0.0249585531273549,0.00470233609645818,14535,0.438131122833459,18640,0.561868877166541
"E14001269",89,5130,11924,17601,5641,919,208,41512,0.00214395837348237,0.123578724224321,0.287242243206784,0.423997880131046,0.135888417806899,0.0221381769126999,0.00501059934476778,17143,0.412964925804587,24369,0.587035074195413
"E14001270",88,2951,9345,13813,4308,590,134,31229,0.00281789362451567,0.0944955009766563,0.299241090012488,0.44231323449358,0.137948701527426,0.0188926958916392,0.00429088347369432,12384,0.39655448461366,18845,0.60344551538634
"E14001271",92,7277,12846,15628,4887,693,168,41591,0.00221201702291361,0.174965737779808,0.308864898655959,0.375754369935803,0.117501382510639,0.0166622586617297,0.00403933543314659,20215,0.486042653458681,21376,0.513957346541319
"E14001272",170,5299,13891,16618,4526,744,214,41462,0.00410013988712556,0.127803772128696,0.335029665718007,0.400800733201486,0.109160194877237,0.0179441416236554,0.00516135256379335,19360,0.466933577733829,22102,0.533066422266172
"E14001273",204,5548,9838,12976,5250,1305,338,35459,0.00575312332553089,0.156462393186497,0.27744719253222,0.365943766039651,0.148058320877633,0.0368030683324403,0.00953213570602668,15590,0.439662709044248,19869,0.560337290955752
"E14001274",90,3198,16402,19286,6910,1439,456,47781,0.00188359389715577,0.0669303698122685,0.3432745233461,0.403633243339403,0.144618153659404,0.0301165735334129,0.00954354241225592,19690,0.412088487055524,28091,0.587911512944476
"E14001275",53,4642,12515,13529,3699,782,195,35415,0.00149654101369476,0.131074403501341,0.353381335592263,0.382013271212763,0.104447268106734,0.0220810391077227,0.00550614146548073,17210,0.485952280107299,18205,0.514047719892701
"E14001276",39,5762,13339,16169,4465,497,123,40394,0.000965489924246175,0.142644947269396,0.330222310244096,0.400282220131703,0.110536218250235,0.0123038074961628,0.00304500668416101,19140,0.473832747437738,21254,0.526167252562262
"E14001277",94,2060,9392,14230,4554,770,163,31263,0.00300674919233599,0.0658925886831078,0.300419025685315,0.455170649010012,0.145667402360618,0.0246297540223267,0.00521383104628475,11546,0.369318363560759,19717,0.630681636439241
"E14001278",82,4793,16600,14780,3996,494,93,40838,0.00200793378715902,0.117366178559185,0.406484156912679,0.361917821636711,0.0978500416278956,0.0120965767177629,0.00227729075860718,21475,0.525858269259023,19363,0.474141730740976
"E14001279",87,14346,16939,16548,4743,683,143,53489,0.00162650264540373,0.268204677597263,0.316681934603376,0.309372020415413,0.0886724373235619,0.0127689805380546,0.00267344687692797,31372,0.586513114846043,22117,0.413486885153957
"E14001280",149,5889,8546,11761,5110,1381,327,33163,0.00449295902059524,0.177577420619365,0.257696830805416,0.354642221753159,0.154087386545246,0.041642794680819,0.0098603865754003,14584,0.439767210445376,18579,0.560232789554624
"E14001281",339,3430,11508,13231,5843,1755,634,36740,0.00922700054436581,0.0933587370713119,0.313228089275993,0.36012520413718,0.159036472509526,0.0477681001633097,0.0172563962983125,15277,0.415813826891671,21463,0.584186173108329
"E14001282",178,5504,11639,15125,5447,1100,328,39321,0.00452684316268661,0.139976094199029,0.295999593092749,0.384654510312556,0.138526487118842,0.0279748734772768,0.00834159863686071,17321,0.440502530454465,22000,0.559497469545535
"E14001283",277,7700,13088,13547,4385,680,153,39830,0.0069545568666834,0.193321616871705,0.328596535274918,0.340120512176751,0.110092894802912,0.0170725583730856,0.00384132563394426,21065,0.528872709013307,18765,0.471127290986693
"E14001284",80,4459,12457,13214,4309,622,143,35284,0.00226731663076749,0.126374560707403,0.353049540868382,0.37450402448702,0.122123342024714,0.0176283868042172,0.00405282847749688,16996,0.481691418206553,18288,0.518308581793448
"E14001285",262,5571,8639,11739,6073,2255,725,35264,0.00742967332123412,0.157979809437387,0.244980716878403,0.332889065335753,0.172215290381125,0.0639462341197822,0.0205592105263158,14472,0.410390199637024,20792,0.589609800362976
"E14001286",88,4142,14692,14238,3830,615,168,37773,0.00232970640404522,0.109655044608583,0.388955073729913,0.376935906599952,0.101395176448786,0.0162814708919069,0.0044476213168136,18922,0.500939824742541,18851,0.499060175257459
"E14001287",72,3554,9818,13121,4437,939,252,32193,0.00223651104277327,0.110396670083559,0.304973130804833,0.407573074892057,0.137824993010903,0.0291678315161681,0.00782778864970646,13444,0.417606311931165,18749,0.582393688068835
"E14001288",145,5587,11011,13579,5376,1146,268,37112,0.0039070920456995,0.15054429834016,0.296696486311705,0.365892433714163,0.144858805777107,0.0308794998922182,0.00722138391894805,16743,0.451147876697564,20369,0.548852123302436
"E14001289",304,7444,14656,12399,3589,629,146,39167,0.00776163607118237,0.190057956953558,0.374192560063319,0.31656751857431,0.0916332626956366,0.0160594377920188,0.00372762784997575,22404,0.572012153088059,16763,0.427987846911941
"E14001290",49,8732,23053,16305,4153,651,163,53106,0.000922682936014763,0.164425865250631,0.434094075998946,0.307027454524912,0.0782020863932512,0.0122585018641961,0.00306933303204911,31834,0.599442624185591,21272,0.400557375814409
"E14001291",205,4928,10836,13537,5977,1859,619,37961,0.00540027923395063,0.129817444219067,0.285450857458971,0.356602829219462,0.157451068201575,0.0489713126629962,0.0163062090039778,15969,0.420668580911989,21992,0.579331419088011
"E14001292",75,3397,8873,14526,5071,775,167,32884,0.00228074443498358,0.103302517941856,0.269827271621457,0.44173458216762,0.15420873373069,0.0235676924948303,0.00507845760856344,12345,0.375410533998297,20539,0.624589466001703
"E14001293",37,3214,15265,18591,6146,831,206,44290,0.00083540302551366,0.0725671709189433,0.344660194174757,0.419756152630391,0.138767216075864,0.0187627003838338,0.00465116279069767,18516,0.418062768119214,25774,0.581937231880786
"E14001294",139,7990,11052,11927,4203,1038,264,36613,0.00379646573621391,0.218228498074454,0.301859995083713,0.325758610329664,0.114795291289979,0.0283505858574823,0.00721055362849261,19181,0.523884958894382,17432,0.476115041105618
"E14001295",255,6668,13820,16358,3290,384,92,40867,0.00623975334622067,0.163163432598429,0.338170161744195,0.400274059754814,0.0805050529767294,0.00939633445077936,0.00225120512883255,20743,0.507573347688844,20124,0.492426652311156
"E14001296",90,3058,15703,18926,6827,991,285,45880,0.00196163905841325,0.0666521360069747,0.342262423714037,0.412510897994769,0.148801220575414,0.0215998256320837,0.00621185701830863,18851,0.410876198779425,27029,0.589123801220575
"E14001297",117,2403,12724,18040,6877,1100,407,41668,0.0028079101468753,0.0576701545550542,0.305366228280695,0.432946145723337,0.165042718633004,0.0263991552270327,0.00976768743400211,15244,0.365844292982625,26424,0.634155707017375
"E14001298",270,7006,13037,14982,4597,951,265,41123,0.00656566884711718,0.170366947936678,0.317024536147655,0.364321669138925,0.111786591445177,0.0231257447170683,0.00644408238698538,20313,0.49395715293145,20795,0.505678087688155
"E14001299",30,1939,9148,16356,6347,1140,481,35441,0.000846477243870094,0.0547106458621371,0.258119127564121,0.461499393357975,0.179086368894783,0.0321661352670636,0.0135718518100505,11117,0.313676250670128,24324,0.686323749329872
"E14001300",79,2780,9079,15325,4525,636,156,32580,0.00242480049109883,0.0853284223449969,0.278667894413751,0.470380601596071,0.138888888888889,0.0195211786372007,0.00478821362799263,11938,0.366421117249847,20642,0.633578882750153
"E14001301",67,3652,12183,16266,4253,501,153,37075,0.00180714767363452,0.0985030343897505,0.328604180714767,0.438732299393122,0.114713418745786,0.0135131490222522,0.0041267700606878,15902,0.428914362778152,21173,0.571085637221848
"E14001302",117,4731,18053,17625,5745,966,280,47517,0.00246227665887998,0.0995643664372751,0.379927183955216,0.370919881305638,0.120904097480902,0.0203295662604962,0.00589262790159311,22901,0.481953827051371,24616,0.518046172948629
"E14001303",76,2344,9979,12245,5246,1312,445,31647,0.00240149145258634,0.0740670521692419,0.315322147438936,0.386924511012102,0.165766107371947,0.041457326128859,0.0140613644263279,12399,0.391790691060764,19248,0.608209308939236
"E14001304",169,3637,9829,9920,4602,1279,419,29855,0.00566069335119745,0.121822140345001,0.329224585496567,0.332272651147211,0.154145034332608,0.0428403952436778,0.0140345000837381,13635,0.456707419192765,16220,0.543292580807235
"E14001305",40,6067,20697,17385,4137,519,121,48966,0.000816893354572561,0.123902299554793,0.422681043989707,0.355042274231099,0.0844871951966671,0.010599191275579,0.002471102397582,26804,0.547400236899073,22162,0.452599763100927
"E14001306",86,10899,24463,16692,4019,497,162,56819,0.00151357820447386,0.191819637797216,0.430542600186557,0.293774969640437,0.0707333814393073,0.00874707404213379,0.00285115894331122,35448,0.623875816188247,21370,0.376106584065189
"E14001307",88,3314,13741,16323,3009,356,46,36877,0.0023863112509152,0.0898663123356021,0.372617078395748,0.442633619871465,0.0815955744773165,0.00965371369688424,0.00124738997206931,17143,0.464869701982265,19734,0.535130298017735
"E14001308",46,3254,9202,15244,7344,1188,566,36844,0.0012485072196287,0.0883183150580827,0.249755726848334,0.413744436000434,0.199326891759852,0.0322440560199761,0.0153620670936923,12502,0.339322549126045,24342,0.660677450873955
"E14001309",321,7810,8581,11750,5114,1497,392,35465,0.00905117721697448,0.220217115465952,0.241956858874947,0.33131256168053,0.144198505568871,0.0422106301987875,0.0110531509939377,16712,0.471225151557874,18753,0.528774848442126
"E14001310",19,5785,34433,30222,9843,1505,427,82234,0.000231047985018362,0.0703480312279592,0.418719750954593,0.367512221222365,0.119695016659776,0.0183014324975071,0.00519249945278109,40237,0.489298830167571,41997,0.510701169832429
"E14001311",279,7690,13363,14548,5163,958,204,42205,0.00661059116218458,0.182205899774908,0.316621253405995,0.344698495438929,0.122331477313115,0.0226987323776804,0.00483355052718872,21332,0.505437744343087,20873,0.494562255656913
"E14001312",53,3893,15725,17876,6887,1105,262,45801,0.00115717997423637,0.0849981441453243,0.343333114997489,0.39029715508395,0.150367895897469,0.0241261107836073,0.00572039911792319,19671,0.42948843911705,26130,0.57051156088295
"E14001313",210,3526,15718,17710,3442,518,204,41328,0.00508130081300813,0.0853174603174603,0.380323267518389,0.428523035230352,0.0832849399922571,0.0125338753387534,0.00493612078977933,19454,0.470722028648858,21874,0.529277971351142
"E14001314",120,3869,15895,20773,5615,800,226,47298,0.00253710516300901,0.0818004989640154,0.336060721383568,0.439194046259884,0.118715379085796,0.01691403442006,0.00477821472366696,19884,0.420398325510592,27414,0.579601674489407
