"msoa21","A_n","B_n","C_n","D_n","E_n","F_n","G_n","number_of_epcs","A_pct","B_pct","C_pct","D_pct","E_pct","F_pct","G_pct","ABC_n","ABC_pct","DEFG_n","DEFG_pct"
"E02003763",6,124,1515,1376,315,43,2,3381,0.00177462289263532,0.0366755397811298,0.448092280390417,0.406980183377699,0.093167701863354,0.0127181307305531,0.000591540964211772,1645,0.486542443064182,1736,0.513457556935818
"E02003764",15,698,1895,1576,456,59,19,4718,0.00317931326833404,0.147944044086477,0.401653242899534,0.334039847392963,0.0966511233573548,0.0125052988554472,0.00402713013988978,2608,0.552776600254345,2110,0.447223399745655
"E02003765",5,481,1204,1119,324,50,20,3203,0.00156103652825476,0.150171714018108,0.375897596003747,0.349359975023416,0.101155167030909,0.0156103652825476,0.00624414611301904,1690,0.527630346550109,1513,0.472369653449891
"E02003766",108,1119,954,931,301,33,7,3453,0.0312771503040834,0.324066029539531,0.276281494352737,0.269620619750941,0.0871705763104547,0.00955690703735882,0.00202722270489429,2181,0.631624674196351,1272,0.368375325803649
"E02003767",11,194,280,827,632,235,93,2272,0.00484154929577465,0.085387323943662,0.123239436619718,0.363996478873239,0.278169014084507,0.103433098591549,0.0409330985915493,485,0.213468309859155,1787,0.786531690140845
"E02003768",10,479,1094,1321,407,75,21,3407,0.00293513354857646,0.140592896976812,0.321103610214265,0.38773114176695,0.119459935427062,0.0220135016143235,0.00616378045201057,1583,0.464631640739654,1824,0.535368359260346
"E02003769",7,261,554,961,422,97,20,2322,0.00301464254952627,0.112403100775194,0.238587424633936,0.413867355727821,0.181739879414298,0.0417743324720069,0.00861326442721792,822,0.354005167958656,1500,0.645994832041344
"E02003770",24,2491,1706,775,307,89,25,5417,0.00443049658482555,0.459848624700018,0.314934465571349,0.143068118884992,0.0566734354808935,0.0164297581687281,0.00461510060919328,4221,0.779213586856193,1196,0.220786413143807
"E02003771",1,256,1174,1033,291,38,14,2807,0.000356252226576416,0.0912005700035625,0.418240114000712,0.368008550053438,0.103669397933737,0.0135375846099038,0.00498753117206983,1431,0.509796936230851,1376,0.490203063769149
"E02003772",0,115,976,976,206,29,4,2306,0,0.0498699045967042,0.423243712055507,0.423243712055507,0.0893321769297485,0.0125758889852559,0.00173460537727667,1091,0.473113616652212,1215,0.526886383347788
"E02003773",28,327,2202,1364,210,36,7,4174,0.00670819357930043,0.0783421178725443,0.527551509343555,0.326784858648778,0.0503114518447532,0.00862482031624341,0.00167704839482511,2557,0.6126018207954,1617,0.3873981792046
"E02003774",2,128,1047,754,131,18,6,2086,0.000958772770853308,0.0613614573346117,0.501917545541707,0.361457334611697,0.0627996164908917,0.00862895493767977,0.00287631831255992,1177,0.564237775647172,909,0.435762224352828
"E02003775",55,519,925,812,222,47,9,2589,0.0212437234453457,0.200463499420626,0.357280803398996,0.31363460795674,0.085747392815759,0.0181537273078409,0.00347624565469293,1499,0.578988026264967,1090,0.421011973735033
"E02003776",32,584,749,895,231,56,8,2555,0.0125244618395303,0.228571428571429,0.293150684931507,0.350293542074364,0.0904109589041096,0.0219178082191781,0.00313111545988258,1365,0.534246575342466,1190,0.465753424657534
"E02003777",250,1843,1120,821,193,32,7,4266,0.0586029067041725,0.43202062822316,0.262541022034693,0.192451945616503,0.0452414439756212,0.00750117205813408,0.00164088138771683,3213,0.753164556962025,1053,0.246835443037975
"E02003778",44,579,1046,689,222,41,6,2627,0.0167491435097069,0.220403502093643,0.398172820708032,0.26227636086791,0.0845070422535211,0.0156071564522269,0.00228397411496003,1669,0.635325466311382,958,0.364674533688618
"E02003780",93,1034,1530,1064,292,50,12,4075,0.0228220858895706,0.253742331288344,0.375460122699387,0.261104294478528,0.0716564417177914,0.0122699386503067,0.00294478527607362,2657,0.652024539877301,1418,0.347975460122699
"E02003781",93,678,687,935,239,59,14,2705,0.0343807763401109,0.250646950092421,0.253974121996303,0.345656192236599,0.0883548983364141,0.02181146025878,0.00517560073937153,1458,0.539001848428835,1247,0.460998151571164
"E02003784",57,691,875,1000,378,117,20,3138,0.0181644359464627,0.220203951561504,0.278840025493945,0.318674314850223,0.120458891013384,0.0372848948374761,0.00637348629700446,1623,0.517208413001912,1515,0.482791586998088
"E02003785",45,495,1176,1326,354,60,14,3470,0.0129682997118156,0.142651296829971,0.338904899135447,0.382132564841499,0.102017291066282,0.0172910662824208,0.00403458213256484,1716,0.494524495677233,1754,0.505475504322767
"E02003786",38,346,804,814,331,60,8,2401,0.0158267388588088,0.144106622240733,0.334860474802166,0.3390254060808,0.137859225322782,0.0249895876718034,0.00333194502290712,1188,0.494793835901708,1213,0.505206164098292
"E02003787",64,521,567,939,482,186,28,2787,0.0229637603157517,0.186939361320416,0.203444564047363,0.33692142088267,0.172945819878005,0.0667384284176534,0.0100466451381414,1152,0.413347685683531,1635,0.586652314316469
"E02003788",110,1138,593,797,315,70,13,3036,0.036231884057971,0.374835309617918,0.19532279314888,0.262516469038208,0.103754940711462,0.0230566534914361,0.00428194993412385,1841,0.606389986824769,1195,0.393610013175231
"E02003789",36,221,962,1022,232,27,8,2508,0.0143540669856459,0.0881180223285487,0.383572567783094,0.407496012759171,0.0925039872408294,0.0107655502392345,0.00318979266347687,1219,0.486044657097289,1289,0.513955342902711
"E02003790",42,435,630,1163,634,193,43,3140,0.0133757961783439,0.138535031847134,0.200636942675159,0.370382165605096,0.201910828025478,0.0614649681528662,0.0136942675159236,1107,0.352547770700637,2033,0.647452229299363
"E02003791",37,552,605,1075,567,144,38,3018,0.012259774685222,0.182902584493042,0.200463883366468,0.356196156394964,0.187872763419483,0.047713717693837,0.0125911199469848,1194,0.395626242544732,1824,0.604373757455268
"E02003792",73,719,937,1158,427,119,29,3462,0.0210860774119006,0.207683419988446,0.270652801848642,0.334488734835355,0.123339110340843,0.0343731946851531,0.00837666088965916,1729,0.499422299248989,1733,0.500577700751011
"E02003793",31,302,326,966,680,227,34,2566,0.0120810600155885,0.117692907248636,0.127045985970382,0.376461418550273,0.265003897116134,0.08846453624318,0.0132501948558067,659,0.256819953234606,1907,0.743180046765394
"E02003794",2,117,782,1038,366,95,38,2438,0.000820344544708778,0.0479901558654635,0.320754716981132,0.425758818703856,0.150123051681706,0.0389663658736669,0.0155865463494668,901,0.369565217391304,1537,0.630434782608696
"E02003795",5,164,625,708,252,110,28,1892,0.00264270613107822,0.0866807610993657,0.330338266384778,0.374207188160677,0.133192389006343,0.0581395348837209,0.0147991543340381,794,0.419661733615222,1098,0.580338266384778
"E02003796",15,236,1114,1026,236,40,4,2671,0.00561587420441782,0.0883564208161737,0.41707225758143,0.384125795582179,0.0883564208161737,0.0149756645451142,0.00149756645451142,1365,0.511044552602022,1306,0.488955447397978
"E02003797",3,360,1121,1365,467,56,14,3386,0.000886001181334908,0.106320141760189,0.331069108092144,0.403130537507383,0.137920850561134,0.0165386887182516,0.00413467217956291,1484,0.438275251033668,1902,0.561724748966332
"E02003798",1,159,1004,769,137,20,4,2094,0.000477554918815664,0.0759312320916905,0.479465138490926,0.367239732569245,0.0654250238777459,0.00955109837631328,0.00191021967526266,1164,0.555873925501433,930,0.444126074498567
"E02003799",5,326,1284,724,202,81,10,2632,0.00189969604863222,0.123860182370821,0.487841945288754,0.275075987841945,0.0767477203647416,0.0307750759878419,0.00379939209726444,1615,0.613601823708207,1017,0.386398176291793
"E02003800",16,444,488,854,306,75,18,2201,0.0072694229895502,0.201726487960018,0.221717401181281,0.388005452067242,0.139027714675148,0.0340754202635166,0.00817810086324398,948,0.43071331213085,1253,0.56928668786915
"E02003801",6,107,665,1015,277,31,6,2107,0.00284765068818225,0.0507831039392501,0.315614617940199,0.481727574750831,0.131466540104414,0.0147128618889416,0.00284765068818225,778,0.369245372567632,1329,0.630754627432368
"E02003802",2,1151,2322,1556,491,65,21,5608,0.000356633380884451,0.205242510699001,0.414051355206847,0.277460770328103,0.0875534950071327,0.0115905848787447,0.00374465049928673,3475,0.619650499286733,2133,0.380349500713267
"E02003803",3,668,2037,1882,644,114,34,5382,0.000557413600891862,0.124117428465255,0.378483835005574,0.349684132292828,0.11965811965812,0.0211817168338907,0.0063173541434411,2708,0.503158677071721,2674,0.496841322928279
"E02003804",1,109,1063,1483,439,50,17,3162,0.000316255534471853,0.034471853257432,0.33617963314358,0.469006957621758,0.138836179633144,0.0158127767235927,0.00537634408602151,1173,0.370967741935484,1989,0.629032258064516
"E02003805",4,153,546,799,236,62,10,1810,0.00220994475138122,0.0845303867403315,0.301657458563536,0.441436464088398,0.130386740331492,0.0342541436464088,0.00552486187845304,703,0.388397790055249,1107,0.611602209944751
"E02003806",34,1075,751,823,217,61,8,2969,0.0114516672280229,0.362074772650724,0.252947120242506,0.277197709666554,0.0730885820141462,0.0205456382620411,0.00269450993600539,1860,0.626473560121253,1109,0.373526439878747
"E02003807",9,143,977,1467,540,84,15,3235,0.00278207109737249,0.0442040185471406,0.302009273570325,0.453477588871716,0.166924265842349,0.0259659969088099,0.00463678516228748,1129,0.348995363214838,2106,0.651004636785162
"E02003808",1,62,944,1005,228,30,10,2280,0.00043859649122807,0.0271929824561404,0.414035087719298,0.440789473684211,0.1,0.0131578947368421,0.0043859649122807,1007,0.441666666666667,1273,0.558333333333333
"E02003809",88,1095,734,917,612,249,97,3792,0.0232067510548523,0.28876582278481,0.193565400843882,0.241824894514768,0.161392405063291,0.0656645569620253,0.0255801687763713,1917,0.505537974683544,1875,0.494462025316456
"E02003810",16,743,694,1022,585,284,95,3439,0.00465251526606572,0.216051177667927,0.2018028496656,0.297179412619948,0.170107589415528,0.0825821459726665,0.0276243093922652,1453,0.422506542599593,1986,0.577493457400407
"E02003811",91,1126,404,628,392,169,49,2859,0.0318293109478839,0.393844001399091,0.141308149702693,0.219657222805177,0.137110877929346,0.0591115774746415,0.0171388597411682,1621,0.566981462049668,1238,0.433018537950332
"E02003812",7,548,646,951,233,34,3,2422,0.00289017341040462,0.226259289843105,0.26672171758877,0.392650701899257,0.0962014863748968,0.014037985136251,0.00123864574731627,1201,0.495871180842279,1221,0.504128819157721
"E02003813",1,211,617,981,277,60,29,2176,0.000459558823529412,0.0969669117647059,0.283547794117647,0.450827205882353,0.127297794117647,0.0275735294117647,0.0133272058823529,829,0.380974264705882,1347,0.619025735294118
"E02003814",21,568,884,1216,233,34,9,2965,0.00708263069139966,0.191568296795953,0.29814502529511,0.410118043844857,0.0785834738617201,0.0114671163575042,0.003035413153457,1473,0.496795952782462,1492,0.503204047217538
"E02003815",1,592,1043,1348,245,45,6,3280,0.000304878048780488,0.180487804878049,0.317987804878049,0.410975609756098,0.0746951219512195,0.013719512195122,0.00182926829268293,1636,0.498780487804878,1644,0.501219512195122
"E02003816",17,922,1025,1332,366,72,18,3752,0.00453091684434968,0.245735607675906,0.27318763326226,0.35501066098081,0.0975479744136461,0.0191897654584222,0.00479744136460554,1964,0.523454157782516,1788,0.476545842217484
"E02003817",1,719,702,1121,186,29,12,2770,0.00036101083032491,0.25956678700361,0.253429602888087,0.404693140794224,0.0671480144404332,0.0104693140794224,0.00433212996389892,1422,0.513357400722022,1348,0.486642599277978
"E02003818",5,72,461,885,211,46,16,1696,0.00294811320754717,0.0424528301886792,0.271816037735849,0.521816037735849,0.124410377358491,0.027122641509434,0.00943396226415094,538,0.317216981132075,1158,0.682783018867925
"E02003819",1,622,500,1056,287,50,11,2527,0.000395726157499011,0.246141669964385,0.197863078749505,0.417886822318955,0.113573407202216,0.0197863078749505,0.00435298773248912,1123,0.444400474871389,1404,0.555599525128611
"E02003820",3,1212,1165,1030,263,42,18,3733,0.000803643182427002,0.324671845700509,0.312081435842486,0.275917492633271,0.0704527189927672,0.011251004553978,0.00482185909456201,2380,0.637556924725422,1353,0.362443075274578
"E02003821",2,381,788,994,240,52,8,2465,0.000811359026369168,0.154563894523327,0.319675456389452,0.403245436105477,0.0973630831643002,0.0210953346855984,0.00324543610547667,1171,0.475050709939148,1294,0.524949290060852
"E02003822",11,971,774,1472,658,208,71,4165,0.00264105642256903,0.233133253301321,0.185834333733493,0.353421368547419,0.157983193277311,0.0499399759903962,0.017046818727491,1756,0.421608643457383,2409,0.578391356542617
"E02003823",9,434,467,1287,351,60,9,2617,0.00343905235001911,0.165838746656477,0.178448605273214,0.491784486052732,0.134123041650745,0.022927015666794,0.00343905235001911,910,0.34772640427971,1707,0.65227359572029
"E02003824",11,872,485,928,219,37,7,2559,0.00429855412270418,0.340758108636186,0.189527159046503,0.362641656897225,0.0855803048065651,0.0144587729581868,0.00273544353262993,1368,0.534583821805393,1191,0.465416178194607
"E02003825",10,113,587,1051,138,24,4,1927,0.00518941359626362,0.0586403736377789,0.304618578100675,0.545407368967307,0.071613907628438,0.0124545926310327,0.00207576543850545,710,0.368448365334717,1217,0.631551634665283
"E02003826",61,1024,677,1331,432,66,24,3615,0.0168741355463347,0.283264177040111,0.187275242047026,0.368188105117566,0.119502074688797,0.0182572614107884,0.00663900414937759,1762,0.487413554633472,1853,0.512586445366528
"E02003827",1,879,1524,1704,540,99,41,4788,0.000208855472013367,0.183583959899749,0.318295739348371,0.355889724310777,0.112781954887218,0.0206766917293233,0.00856307435254804,2404,0.502088554720134,2384,0.497911445279866
"E02003828",0,50,988,1094,291,35,12,2470,0,0.0202429149797571,0.4,0.442914979757085,0.117813765182186,0.01417004048583,0.0048582995951417,1038,0.420242914979757,1432,0.579757085020243
"E02003829",34,448,518,936,239,32,6,2213,0.0153637596023498,0.202440126525079,0.234071396294623,0.42295526434704,0.10799819249887,0.0144600090375056,0.00271125169453231,1000,0.451875282422052,1213,0.548124717577949
"E02003830",1,461,1143,1450,485,76,26,3642,0.000274574409665019,0.126578802855574,0.313838550247117,0.398132894014278,0.133168588687534,0.0208676551345415,0.0071389346512905,1605,0.440691927512356,2037,0.559308072487644
"E02003831",19,1005,846,1178,416,116,38,3618,0.00525152017689331,0.277777777777778,0.233830845771144,0.325594250967385,0.114980652294085,0.0320619126589276,0.0105030403537866,1870,0.516860143725815,1748,0.483139856274185
"E02003832",1,70,645,1347,464,59,18,2604,0.000384024577572965,0.0268817204301075,0.247695852534562,0.517281105990783,0.178187403993856,0.0226574500768049,0.00691244239631336,716,0.274961597542243,1888,0.725038402457757
"E02003833",0,222,611,1006,169,39,13,2060,0,0.107766990291262,0.296601941747573,0.488349514563107,0.0820388349514563,0.0189320388349515,0.00631067961165049,833,0.404368932038835,1227,0.595631067961165
"E02003834",1,75,1049,1128,358,53,12,2676,0.000373692077727952,0.0280269058295964,0.392002989536622,0.42152466367713,0.133781763826607,0.0198056801195815,0.00448430493273543,1125,0.420403587443946,1551,0.579596412556054
"E02003835",3,591,561,1110,345,49,12,2671,0.00112317484088356,0.221265443654062,0.210033695245226,0.415574691126919,0.12916510670161,0.0183451890677649,0.00449269936353426,1155,0.432422313740172,1516,0.567577686259828
"E02003836",1,282,1153,1232,342,49,15,3074,0.000325309043591412,0.0917371502927781,0.375081327260898,0.400780741704619,0.111255692908263,0.0159401431359792,0.00487963565387118,1436,0.467143786597267,1638,0.532856213402733
"E02003838",45,1372,436,1052,367,55,12,3339,0.0134770889487871,0.410901467505241,0.13057801737047,0.315064390536089,0.109913147648997,0.0164719976040731,0.00359389038634322,1853,0.554956573824498,1486,0.445043426175502
"E02003839",4,318,1353,1002,271,48,10,3006,0.00133067198935462,0.105788423153693,0.450099800399202,0.333333333333333,0.0901530272787758,0.0159680638722555,0.00332667997338656,1675,0.557218895542249,1331,0.442781104457751
"E02003840",14,271,811,1079,1032,493,174,3874,0.00361383582860093,0.0699535363964894,0.20934434692824,0.278523489932886,0.266391326794011,0.127258647392876,0.0449148167268973,1096,0.28291171915333,2778,0.71708828084667
"E02003841",6,292,1105,1058,346,74,20,2901,0.00206825232678387,0.100654946570148,0.380903136849362,0.364701826956222,0.119269217511203,0.0255084453636677,0.00689417442261289,1403,0.483626335746294,1498,0.516373664253706
"E02003842",18,370,403,680,367,131,33,2002,0.00899100899100899,0.184815184815185,0.201298701298701,0.33966033966034,0.183316683316683,0.0654345654345654,0.0164835164835165,791,0.395104895104895,1211,0.604895104895105
"E02003843",0,136,964,792,224,40,9,2165,0,0.0628175519630485,0.44526558891455,0.365819861431871,0.103464203233256,0.0184757505773672,0.00415704387990762,1100,0.508083140877598,1065,0.491916859122402
"E02003844",4,47,514,1025,291,44,10,1935,0.0020671834625323,0.0242894056847545,0.265633074935401,0.529715762273902,0.150387596899225,0.0227390180878553,0.00516795865633075,565,0.291989664082687,1370,0.708010335917313
"E02003845",24,2000,1885,1537,333,71,28,5878,0.00408302143586254,0.340251786321878,0.32068730860837,0.261483497788363,0.0566519224225927,0.0120789384144267,0.00476352500850629,3909,0.665022116366111,1969,0.334977883633889
"E02003846",0,98,1070,898,211,36,13,2326,0,0.0421324161650903,0.460017196904557,0.386070507308684,0.090713671539123,0.0154772141014617,0.00558899398108341,1168,0.502149613069647,1158,0.497850386930353
"E02003847",32,863,694,1263,259,36,7,3154,0.010145846544071,0.273620798985415,0.22003804692454,0.400443880786303,0.0821179454660748,0.0114140773620799,0.00221940393151554,1589,0.503804692454027,1565,0.496195307545973
"E02003848",2,39,717,674,163,27,1,1623,0.00123228589032656,0.0240295748613678,0.44177449168207,0.415280345040049,0.100431300061614,0.0166358595194085,0.000616142945163278,758,0.467036352433765,865,0.532963647566235
"E02003849",2,530,1657,708,121,21,2,3041,0.000657678395264716,0.17428477474515,0.544886550476817,0.232818151923709,0.0397895429135153,0.00690562315027951,0.000657678395264716,2189,0.719829003617231,852,0.280170996382769
"E02003850",2,27,459,722,154,13,3,1380,0.00144927536231884,0.0195652173913043,0.332608695652174,0.523188405797101,0.111594202898551,0.00942028985507246,0.00217391304347826,488,0.353623188405797,892,0.646376811594203
"E02003851",22,20,356,876,218,33,2,1527,0.014407334643091,0.0130975769482646,0.233136869679109,0.573673870333988,0.142763588736084,0.0216110019646365,0.00130975769482646,398,0.260641781270465,1129,0.739358218729535
"E02003852",2,23,522,841,181,13,8,1590,0.00125786163522013,0.0144654088050314,0.328301886792453,0.528930817610063,0.113836477987421,0.00817610062893082,0.0050314465408805,547,0.344025157232704,1043,0.655974842767296
"E02003853",2,264,514,856,286,82,23,2027,0.000986679822397632,0.130241736556487,0.253576714356191,0.422298963986186,0.141095214602861,0.0404538727183029,0.0113468179575728,780,0.384805130735076,1247,0.615194869264924
"E02003854",11,270,527,1054,312,43,5,2222,0.00495049504950495,0.121512151215122,0.237173717371737,0.474347434743474,0.14041404140414,0.0193519351935194,0.00225022502250225,808,0.363636363636364,1414,0.636363636363636
"E02003855",5,225,525,972,314,30,11,2082,0.00240153698366955,0.10806916426513,0.252161383285303,0.46685878962536,0.150816522574448,0.0144092219020173,0.00528338136407301,755,0.362632084534102,1327,0.637367915465898
"E02003856",3,838,2008,1663,420,78,16,5026,0.000596896140071628,0.166732988460008,0.399522483087943,0.330879426979706,0.0835654596100279,0.0155192996418623,0.00318344608038201,2849,0.566852367688022,2177,0.433147632311978
"E02003857",13,278,980,1034,250,32,4,2591,0.00501736781165573,0.107294480895407,0.378232342724817,0.399073716711694,0.096487842531841,0.0123504438440756,0.00154380548050946,1271,0.49054419143188,1320,0.50945580856812
"E02003858",3,293,1008,1075,449,60,14,2902,0.00103376981392143,0.100964851826327,0.347346657477602,0.370434183321847,0.154720882150241,0.0206753962784287,0.00482425913163336,1304,0.44934527911785,1598,0.55065472088215
"E02003859",23,533,844,1400,1007,384,133,4324,0.00531914893617021,0.123265494912118,0.195189639222942,0.32377428307123,0.232886216466235,0.0888066604995375,0.0307585568917669,1400,0.32377428307123,2924,0.67622571692877
"E02003860",34,139,561,1048,402,67,11,2262,0.0150309460654288,0.0614500442086649,0.248010610079576,0.463306808134394,0.177718832891247,0.0296198054818744,0.00486295313881521,734,0.324491600353669,1528,0.675508399646331
"E02003861",14,283,1025,1089,311,33,7,2762,0.00506879073135409,0.102461984069515,0.371107892831282,0.394279507603186,0.112599565532223,0.0119478638667632,0.00253439536567705,1322,0.478638667632151,1440,0.521361332367849
"E02003862",14,145,463,683,327,108,27,1767,0.00792303338992643,0.0820599886813809,0.262026032823995,0.386530843237125,0.185059422750424,0.0611205432937182,0.0152801358234295,622,0.352009054895303,1145,0.647990945104697
"E02003863",9,240,776,1090,468,104,14,2701,0.00333209922251018,0.0888559792669382,0.287300999629767,0.403554239170678,0.173269159570529,0.0385042576823399,0.00518326545723806,1025,0.379489078119215,1676,0.620510921880785
"E02003864",15,577,1061,1256,579,149,23,3660,0.00409836065573771,0.157650273224044,0.289890710382514,0.343169398907104,0.158196721311475,0.0407103825136612,0.00628415300546448,1653,0.451639344262295,2007,0.548360655737705
"E02003865",0,302,873,1352,429,76,17,3049,0,0.0990488684814693,0.2863233847163,0.44342407346671,0.140701869465399,0.0249262053132174,0.0055755985569039,1175,0.38537225319777,1874,0.61462774680223
"E02003866",16,241,516,843,223,39,2,1880,0.00851063829787234,0.128191489361702,0.274468085106383,0.448404255319149,0.118617021276596,0.0207446808510638,0.00106382978723404,773,0.411170212765957,1107,0.588829787234043
"E02003867",7,204,1125,1054,202,34,6,2632,0.00265957446808511,0.0775075987841945,0.427431610942249,0.400455927051672,0.0767477203647416,0.0129179331306991,0.00227963525835866,1336,0.507598784194529,1296,0.492401215805471
"E02003868",15,397,1389,1579,399,66,13,3858,0.00388802488335925,0.102903058579575,0.360031104199067,0.409279419388284,0.103421461897356,0.0171073094867807,0.00336962156557802,1801,0.466822187662001,2057,0.533177812337999
"E02003869",18,432,706,1143,373,69,15,2756,0.00653120464441219,0.156748911465893,0.256168359941945,0.414731494920174,0.135341074020319,0.0250362844702467,0.00544267053701016,1156,0.41944847605225,1600,0.58055152394775
"E02003870",12,245,1658,2538,907,148,45,5553,0.00216099405726634,0.0441202953358545,0.298577345578966,0.457050243111831,0.163335134161714,0.0266522600396182,0.00810372771474878,1915,0.344858634972087,3638,0.655141365027913
"E02003871",7,173,928,1226,248,24,14,2620,0.00267175572519084,0.066030534351145,0.354198473282443,0.46793893129771,0.0946564885496183,0.00916030534351145,0.00534351145038168,1108,0.422900763358779,1512,0.577099236641221
"E02003872",44,533,602,1130,694,317,108,3428,0.0128354725787631,0.155484247374562,0.17561260210035,0.329638273045508,0.2024504084014,0.0924737456242707,0.0315052508751459,1179,0.343932322053676,2249,0.656067677946324
"E02003873",44,514,1151,1144,277,39,5,3174,0.0138626339004411,0.161940768746062,0.362633900441084,0.360428481411468,0.0872715816005041,0.0122873345935728,0.0015752993068683,1709,0.538437303087587,1465,0.461562696912413
"E02003874",1,245,978,1296,421,86,15,3042,0.000328731097961867,0.0805391190006575,0.321499013806706,0.42603550295858,0.138395792241946,0.0282708744247206,0.00493096646942801,1224,0.402366863905325,1818,0.597633136094674
"E02003875",3,57,286,735,444,195,70,1790,0.00167597765363128,0.0318435754189944,0.159776536312849,0.410614525139665,0.24804469273743,0.108938547486034,0.0391061452513966,346,0.193296089385475,1444,0.806703910614525
"E02003876",1,152,447,900,277,54,11,1842,0.000542888165038002,0.0825190010857763,0.242671009771987,0.488599348534202,0.150380021715527,0.0293159609120521,0.00597176981541802,600,0.325732899022801,1242,0.674267100977199
"E02003877",7,494,788,1174,453,126,23,3065,0.00228384991843393,0.161174551386623,0.257096247960848,0.383034257748777,0.147797716150082,0.0411092985318108,0.00750407830342577,1289,0.420554649265905,1776,0.579445350734095
"E02003878",23,620,596,1102,364,101,38,2844,0.00808720112517581,0.218002812939522,0.209563994374121,0.387482419127989,0.127988748241913,0.0355133614627286,0.0133614627285513,1239,0.435654008438819,1605,0.564345991561181
"E02003879",133,1344,1345,1166,394,57,20,4459,0.0298273155416013,0.301412872841444,0.301637138371832,0.261493608432384,0.0883606189728639,0.0127831352321148,0.00448531060775959,2822,0.632877326754878,1637,0.367122673245122
"E02003880",3,60,651,963,327,62,14,2080,0.00144230769230769,0.0288461538461538,0.312980769230769,0.462980769230769,0.157211538461538,0.0298076923076923,0.00673076923076923,714,0.343269230769231,1366,0.656730769230769
"E02003881",3,71,688,1108,341,45,21,2277,0.00131752305665349,0.031181379007466,0.302151954325867,0.486605182257356,0.14975845410628,0.0197628458498024,0.00922266139657444,762,0.334650856389987,1515,0.665349143610013
"E02003882",6,285,888,1579,390,53,19,3220,0.00186335403726708,0.0885093167701863,0.275776397515528,0.490372670807453,0.12111801242236,0.0164596273291925,0.00590062111801242,1179,0.366149068322981,2041,0.633850931677019
"E02003883",76,1475,1063,1391,396,53,4,4458,0.0170480035890534,0.330865859129655,0.238447734410049,0.312023328847017,0.0888290713324361,0.0118887393449978,0.000897263346792284,2614,0.586361597128757,1844,0.413638402871243
"E02003884",11,615,633,1069,406,109,27,2870,0.00383275261324042,0.214285714285714,0.220557491289199,0.372473867595819,0.141463414634146,0.0379790940766551,0.00940766550522648,1259,0.438675958188153,1611,0.561324041811847
"E02003885",1,368,346,874,336,74,13,2012,0.000497017892644135,0.182902584493042,0.171968190854871,0.434393638170974,0.166998011928429,0.036779324055666,0.00646123260437376,715,0.355367793240557,1297,0.644632206759443
"E02003886",41,231,934,731,182,23,6,2148,0.0190875232774674,0.107541899441341,0.434823091247672,0.340316573556797,0.0847299813780261,0.010707635009311,0.00279329608938547,1206,0.56145251396648,942,0.43854748603352
"E02003887",28,620,698,957,154,24,8,2489,0.0112494977902772,0.249096022498996,0.280433909200482,0.384491763760546,0.0618722378465247,0.00964242667738047,0.00321414222579349,1346,0.540779429489755,1143,0.459220570510245
"E02003888",0,562,759,890,329,62,19,2621,0,0.214421976344907,0.289584128195345,0.339565051507058,0.12552460892789,0.0236550934757726,0.00724914154902709,1321,0.504006104540252,1300,0.495993895459748
"E02003889",0,627,888,721,155,30,5,2426,0,0.258450123660346,0.36603462489695,0.29719703215169,0.0638911788953009,0.0123660346248969,0.00206100577081616,1515,0.624484748557296,911,0.375515251442704
"E02003890",0,748,676,739,251,26,14,2454,0,0.30480847595762,0.275468622656887,0.301140994295029,0.102281988590057,0.0105949470252649,0.00570497147514262,1424,0.580277098614507,1030,0.419722901385493
"E02003891",7,362,465,764,397,153,54,2202,0.00317892824704814,0.164396003633061,0.211171662125341,0.346957311534968,0.180290644868302,0.0694822888283379,0.0245231607629428,834,0.37874659400545,1368,0.62125340599455
"E02003892",19,347,442,725,536,312,120,2501,0.00759696121551379,0.13874450219912,0.176729308276689,0.289884046381447,0.214314274290284,0.124750099960016,0.0479808076769292,808,0.323070771691323,1693,0.676929228308677
"E02003893",22,124,260,757,797,391,143,2494,0.00882117080994387,0.04971932638332,0.104250200481155,0.303528468323978,0.319566960705694,0.156776263031275,0.0573376102646351,406,0.162790697674419,2088,0.837209302325581
"E02003894",17,475,1080,1085,423,134,53,3267,0.00520355065809611,0.145393327211509,0.330578512396694,0.332108968472605,0.129476584022039,0.0410162228344047,0.0162228344046526,1572,0.481175390266299,1695,0.518824609733701
"E02003895",10,1221,1156,961,490,192,73,4103,0.00243724104313917,0.297587131367292,0.281745064586888,0.234218864245674,0.119424811113819,0.046795028028272,0.0177918596149159,2387,0.581769436997319,1716,0.418230563002681
"E02003896",4,189,929,876,413,98,27,2536,0.00157728706624606,0.0745268138801262,0.366324921135647,0.345425867507886,0.162854889589905,0.0386435331230284,0.0106466876971609,1122,0.442429022082019,1414,0.557570977917981
"E02003897",11,338,559,631,254,101,36,1930,0.00569948186528497,0.175129533678756,0.289637305699482,0.326943005181347,0.13160621761658,0.0523316062176166,0.0186528497409326,908,0.470466321243523,1022,0.529533678756477
"E02003898",24,88,412,806,793,377,140,2640,0.00909090909090909,0.0333333333333333,0.156060606060606,0.30530303030303,0.300378787878788,0.14280303030303,0.053030303030303,524,0.198484848484848,2116,0.801515151515152
