"msoa21","msoa21_name","heat_risk","social_risk","heat_enhanced_risk","lst_maxday_mean","lst_daynight_mean","lst_daynight_decile","airtemp_maxday_mean","airtemp_daynight_mean","airtemp_daynight_decile","under5","under5_pct","over75","over75_pct","people_of_colour","people_of_colour_pct","disabled_persons","disabled_persons_pct","life_expectancy_average","life_expectancy_decile","care_or_nursing_home_n","hospital_n","nurseries_n"
"E02000030","Totteridge & Barnet Gate","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.01,25.92,6,39.28,28.93,3,411,0.0434828607702074,917,0.097016504443504,3304,0.349,1225,0.13,84.4,9,3,0,1
"E02000031","Oakleigh Park","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.78,27.6,3,39.19,29.07,3,527,0.0626337057285477,784,0.0931780366056572,3166,0.38,1112,0.133,84.9,10,5,0,5
"E02000032","Osidge","highest heat risk","Lowest heat risk","High heat, not enhanced risk",41.38,28.05,2,39.29,29.19,2,287,0.0369369369369369,740,0.0952380952380952,3265,0.411,1042,0.131,85.4,10,1,0,1
"E02000033","Brunswick Park Road","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.16,27.98,2,39.32,29.25,2,478,0.0541643059490085,567,0.0642492917847026,3360,0.378,1245,0.14,82.2,6,1,0,1
"E02000034","Whetstone East","highest heat risk","Highest heat risk","High heat and enhanced risk",40.98,27.78,2,39.27,29.22,2,486,0.0537848605577689,623,0.068946436476317,3249,0.357,1156,0.127,84.4,9,0,0,0
"E02000035","Woodside Park","highest heat risk","Highest heat risk","High heat and enhanced risk",39.87,26.91,4,39.35,29.18,2,474,0.0550330895158481,735,0.0853361198188784,3455,0.405,1159,0.136,82.4,6,3,0,6
"E02000036","Edgware East","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.49,27.61,3,39.62,28.96,3,682,0.0615523465703971,729,0.0657942238267148,5059,0.45,1405,0.125,84.4,9,2,0,2
"E02000037","Edgware Park","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.98,27.09,4,39.37,28.86,3,716,0.0657604702424688,787,0.0722814107274063,4802,0.443,1293,0.119,87.3,10,0,0,5
"E02000038","Friern Barnet","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.27,28.14,2,39.41,29.3,2,496,0.0466999340928349,705,0.0663779305150174,4284,0.4,1500,0.14,81.5,5,8,0,5
"E02000039","Mill Hill Park","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.83,27.44,3,39.61,29.08,3,471,0.06546212647672,514,0.0714384989576095,2601,0.363,763,0.106,86.3,10,0,0,4
"E02000040","Mill Hill East","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.07,26.65,4,39.37,29.14,2,634,0.0657744579313207,583,0.0604834526403154,4128,0.452,1223,0.134,84.9,10,0,0,1
"E02000041","Edgware Central","highest heat risk","Highest heat risk","High heat and enhanced risk",41.66,28.5,1,39.64,28.94,3,536,0.0564210526315789,641,0.0674736842105263,4407,0.466,1172,0.124,82.9,7,1,0,3
"E02000042","North Finchley","highest heat risk","Highest heat risk","High heat and enhanced risk",40.99,27.92,2,39.4,29.28,2,600,0.0521331132157442,798,0.0693370405769398,5519,0.477,1673,0.145,82.5,7,7,0,4
"E02000043","West Finchley","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.86,26.79,4,39.45,29.27,2,432,0.057932144293952,517,0.0693308300925305,3479,0.46,858,0.113,86.2,10,4,0,0
"E02000044","Mill Hill Broadway","highest heat risk","Highest heat risk","High heat and enhanced risk",40.93,28.35,2,39.7,29.05,3,529,0.0612197662307603,276,0.0319407475986576,4553,0.515,1163,0.132,81.3,5,0,0,2
"E02000045","Colney Hatch","highest heat risk","Highest heat risk","High heat and enhanced risk",41.17,28.14,2,39.42,29.37,2,579,0.0561699650756694,464,0.0450135816841288,4238,0.403,1469,0.14,83.9,9,0,0,2
"E02000046","Church End","highest heat risk","Highest heat risk","High heat and enhanced risk",41.08,28.22,2,39.46,29.28,2,458,0.0656254477718871,414,0.0593208196016621,2706,0.389,760,0.109,85.2,10,0,0,2
"E02000047","Burnt Oak & Watling Park","highest heat risk","Highest heat risk","High heat and enhanced risk",42.1,28.73,1,39.74,29.11,3,845,0.069347558473533,481,0.039474764054165,7124,0.575,1577,0.127,80.5,4,1,2,3
"E02000048","Copthall & Downage","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.6,27.73,3,39.59,29.23,2,668,0.0649615870854809,822,0.0799377613536906,4429,0.431,1194,0.116,87,10,1,0,3
"E02000049","Grahame Park","highest heat risk","Highest heat risk","High heat and enhanced risk",41.68,28.58,1,39.75,29.17,2,748,0.0731755038153003,224,0.0219135198591274,6705,0.637,1345,0.128,81.9,6,0,0,2
"E02000050","Fallow Corner","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.68,28.07,2,39.41,29.32,2,565,0.0559461332805228,550,0.0544608377067036,4341,0.418,1512,0.146,85.1,10,1,0,3
"E02000051","Finchley Central","highest heat risk","Highest heat risk","High heat and enhanced risk",41.03,28.13,2,39.55,29.32,2,501,0.0543501844217835,936,0.101540464308961,3590,0.392,1163,0.127,87.9,10,0,0,5
"E02000052","East Finchley","highest heat risk","Highest heat risk","High heat and enhanced risk",40.37,27.83,2,39.35,29.42,2,562,0.0568710787290022,630,0.063752276867031,3159,0.321,1307,0.133,85.5,10,0,0,4
"E02000054","North Hendon & Sunny Hill","highest heat risk","Highest heat risk","High heat and enhanced risk",41.43,28.56,1,39.72,29.3,2,444,0.0571134551067661,385,0.0495240545407769,3613,0.474,973,0.128,83.2,8,5,0,1
"E02000055","Hendon Central","highest heat risk","Highest heat risk","High heat and enhanced risk",41.6,28.66,1,39.63,29.32,2,729,0.0616386234886277,633,0.0535216031115245,4628,0.395,1360,0.116,84.7,9,0,1,5
"E02000056","Hampstead Garden Suburb","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.3,27.29,3,39.43,29.43,2,487,0.0532647927376135,1012,0.110685770534835,2747,0.301,978,0.107,87.1,10,4,0,2
"E02000057","Hendon Park","highest heat risk","Highest heat risk","High heat and enhanced risk",41.68,28.78,1,39.66,29.38,2,697,0.0881385938290339,389,0.0491906929691452,2570,0.321,878,0.11,83,7,2,0,2
"E02000058","Temple Fortune","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.47,28.21,2,39.54,29.37,2,774,0.0749128919860627,945,0.0914634146341463,3192,0.312,1183,0.116,86.4,10,0,0,1
"E02000059","West Hendon","highest heat risk","Highest heat risk","High heat and enhanced risk",41.24,28.33,2,39.78,29.41,2,759,0.0659942613685766,510,0.0443439700895574,6231,0.536,1349,0.116,82.3,6,3,0,3
"E02000060","Golders Green North","highest heat risk","Highest heat risk","High heat and enhanced risk",41.82,28.95,1,39.7,29.46,2,1139,0.0986403394821166,804,0.0696284749285529,3512,0.304,1353,0.117,84.3,9,5,0,4
"E02000061","Golders Green South","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.8,27.72,3,39.55,29.5,2,445,0.0530772900763359,616,0.0734732824427481,3189,0.382,1089,0.13,83.8,9,3,0,4
"E02000062","Brent Cross & Staples Corner","highest heat risk","Highest heat risk","High heat and enhanced risk",41.91,29,1,39.75,29.49,2,455,0.0652049297793064,214,0.0306678131269705,4008,0.576,940,0.135,80.3,4,0,0,3
"E02000063","North Cricklewood","highest heat risk","Highest heat risk","High heat and enhanced risk",41.35,28.73,1,39.65,29.53,1,461,0.061647499331372,359,0.0480074886333244,4122,0.544,1002,0.132,82.7,7,1,0,1
"E02000064","Childs Hill","highest heat risk","Highest heat risk","High heat and enhanced risk",39.47,27.61,3,39.67,29.58,1,465,0.0688277087033748,332,0.049141503848431,3074,0.46,870,0.13,85.3,10,1,0,2
"E02006953","Colindale East","highest heat risk","Highest heat risk","High heat and enhanced risk",41.96,28.79,1,39.79,29.27,2,726,0.0700501736781166,106,0.0102277113083751,5523,0.602,996,0.109,85.5,10,0,0,1
"E02006954","Colindale West & South","highest heat risk","Highest heat risk","High heat and enhanced risk",41.82,28.69,1,39.77,29.24,2,746,0.072147001934236,310,0.0299806576402321,6460,0.639,1009,0.1,85.5,10,3,0,2
"E02001509","Royston West","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.15,25.64,7,38.52,29.07,3,401,0.0565346115888905,562,0.0792330466657268,162,0.023,1473,0.212,79.7,3,2,0,1
"E02001510","Royston East & Carlton","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.45,25.27,7,38.78,29.23,2,317,0.053728813559322,435,0.073728813559322,114,0.019,1440,0.243,79,2,0,0,0
"E02001511","Shafton & Upper Cudworth","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.72,25.3,7,38.95,29.33,2,278,0.0460951749295308,559,0.0926877798043442,95,0.016,1487,0.243,79.8,3,1,0,1
"E02001512","Mapplewell & Staincross","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.92,25.36,7,38.28,28.88,3,482,0.0563215704603879,809,0.0945314325777051,267,0.031,1759,0.206,78.8,2,4,0,2
"E02001513","Darton & Kexborough","highest heat risk","Lowest heat risk","High heat, not enhanced risk",37.72,24.66,8,37.93,28.66,4,334,0.0435974415872602,788,0.102858634642997,177,0.023,1538,0.203,81.4,5,2,0,0
"E02001514","Grimethorpe & Brierley","highest heat risk","Highest heat risk","High heat and enhanced risk",39.16,25.48,7,38.97,29.32,2,567,0.0713836082084855,478,0.0601787737630618,215,0.028,1833,0.236,77.1,1,3,0,1
"E02001515","Athersley","highest heat risk","Highest heat risk","High heat and enhanced risk",39.38,26.04,6,38.62,29.15,2,631,0.0638340920586748,592,0.0598887202832575,320,0.033,2543,0.263,77.4,1,1,0,1
"E02001516","Cudworth Village","highest heat risk","Highest heat risk","High heat and enhanced risk",38.86,25.4,7,39.02,29.31,2,408,0.0645161290322581,387,0.0611954459203036,149,0.024,1354,0.215,78.4,2,3,0,0
"E02001517","Monk Bretton","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.58,26.51,5,38.75,29.24,2,344,0.0432704402515723,821,0.103270440251572,176,0.022,1758,0.22,80.5,4,2,0,2
"E02001518","Honeywell","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.54,25.56,7,38.6,29.07,3,565,0.0548011639185257,734,0.0711930164888458,431,0.042,2134,0.209,79.9,3,2,0,0
"E02001519","Lundwood","highest heat risk","Highest heat risk","High heat and enhanced risk",38.91,25.89,6,38.89,29.28,2,525,0.0651041666666667,504,0.0625,275,0.034,1763,0.221,77.3,1,4,0,3
"E02001520","Wilthorpe & Barugh Green","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.1,25.04,8,38.29,28.86,3,546,0.0464641307122798,1331,0.113266956003744,434,0.037,2162,0.185,83.7,8,1,1,3
"E02001521","Barnsley Town & Park Road","highest heat risk","Highest heat risk","High heat and enhanced risk",39.59,26.71,4,38.22,29,3,693,0.0570699168245079,539,0.0443877130857284,852,0.07,2170,0.179,80.5,4,3,0,5
"E02001522","Thurnscoe","highest heat risk","Highest heat risk","High heat and enhanced risk",39.62,25.73,6,39.13,29.04,3,693,0.0715022699133306,678,0.0699546017333884,287,0.03,2498,0.263,77.5,1,3,0,1
"E02001523","Ardsley & Stairfoot","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.23,25.68,6,38.81,29.2,2,355,0.051885413621748,646,0.0944168371821105,239,0.035,1356,0.2,79.3,3,3,1,0
"E02001524","Silkstone, Hoylandswaine & Cawthorne","highest heat risk","Lowest heat risk","High heat, not enhanced risk",35.9,23.66,9,37.48,28.57,4,191,0.0309562398703404,804,0.13030794165316,128,0.021,998,0.164,84.7,9,1,0,3
"E02001525","Worsbrough Common","highest heat risk","Highest heat risk","High heat and enhanced risk",39.17,26.72,4,38.34,29.07,3,361,0.052639253426655,412,0.0600758238553514,461,0.068,1681,0.248,76.1,1,4,2,2
"E02001526","Kendray","highest heat risk","Highest heat risk","High heat and enhanced risk",39.34,26.44,5,38.5,29.12,3,440,0.0699411858210141,373,0.0592910507073597,274,0.044,1549,0.249,75.9,1,1,0,0
"E02001527","Dodworth","highest heat risk","Medium heat risk","High heat, not enhanced risk",37.89,25.08,8,38.05,28.79,4,253,0.0422159185716669,648,0.1081261471717,163,0.027,1330,0.223,80.1,3,4,0,0
"E02001528","Darfield & Great Houghton","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.21,24.82,8,39.06,29.17,2,617,0.0571772773607636,1006,0.0932258363451024,252,0.024,2673,0.25,79.4,3,7,0,1
"E02001529","Worsbrough","highest heat risk","Highest heat risk","High heat and enhanced risk",38,25.02,8,38.6,29.04,3,428,0.0453005927180356,869,0.0919771380186283,343,0.036,2486,0.264,77,1,3,0,4
"E02001530","Goldthorpe","highest heat risk","Highest heat risk","High heat and enhanced risk",38.59,25.34,7,39.3,29.05,3,500,0.0675128274372131,429,0.0579260059411288,266,0.037,1696,0.236,79.1,3,0,0,2
"E02001531","Wombwell North","highest heat risk","Highest heat risk","High heat and enhanced risk",38.88,25.59,7,39.04,29.15,2,478,0.0617172369270497,579,0.0747579083279535,255,0.033,1855,0.24,80.3,4,2,0,1
"E02001532","Penistone","highest heat risk","Lowest heat risk","High heat, not enhanced risk",35.57,23.32,10,36.8,28.44,5,495,0.046583850931677,823,0.0774515339732731,191,0.018,1795,0.17,82.9,7,1,0,5
"E02001533","Bolton-upon-Dearne","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.41,25.47,7,39.36,29.1,3,422,0.054641978505762,440,0.0569726790107471,160,0.021,1812,0.233,79.5,3,2,0,0
"E02001534","Wombwell South","highest heat risk","Medium heat risk","High heat, not enhanced risk",37.7,25.39,7,38.98,29.06,3,539,0.0559070635826159,595,0.0617155896691215,252,0.026,2004,0.209,79.5,3,5,0,2
"E02001535","Ingbirchworth, Dunford Bridge & Thurgoland","highest heat risk","Lowest heat risk","High heat, not enhanced risk",34.51,22.94,10,36.54,28.41,5,246,0.0377069282648682,650,0.0996321275291232,160,0.025,1120,0.172,84.2,9,0,0,2
"E02001536","Birdwell","highest heat risk","Medium heat risk","High heat, not enhanced risk",36.24,24.24,9,38.32,28.94,3,440,0.0507029269416916,962,0.110855035722517,169,0.019,1848,0.213,80.4,4,3,0,2
"E02001537","Elsecar","highest heat risk","Medium heat risk","High heat, not enhanced risk",36.76,24.67,8,38.62,29.02,3,454,0.0535756431437338,563,0.0664385178192117,226,0.027,1860,0.22,79.7,3,1,0,2
"E02001538","Hoyland","highest heat risk","Medium heat risk","High heat, not enhanced risk",37.2,25.06,8,38.35,28.96,3,359,0.0450608761139701,745,0.0935107317685453,146,0.018,1940,0.245,80,3,1,0,4
"E02003977","Askam & Dalton North","lower heat risk","Medium heat risk","Lower heat risk",28.59,19.87,10,35.02,26.82,9,273,0.0442105263157895,540,0.0874493927125506,88,0.014,1149,0.186,80.9,4,1,0,0
"E02003978","Dalton South","lower heat risk","Medium heat risk","Lower heat risk",30.21,20.87,10,35.03,27.13,8,260,0.0447658402203857,624,0.107438016528926,111,0.019,1087,0.19,81.3,5,1,0,0
"E02003979","Hawcoat & Furness Abbey","lower heat risk","Medium heat risk","Lower heat risk",30.89,21.55,10,34.69,27.22,8,331,0.0423381939114863,1235,0.15796878997186,367,0.047,1473,0.19,81.1,5,4,3,3
"E02003980","Orsmgill & Hindpool","lower heat risk","Highest heat risk","Lower heat risk",30.48,21.79,10,34.75,27.04,8,403,0.0603474094040132,393,0.0588499550763702,203,0.03,1807,0.268,76,1,0,0,2
"E02003981","Parkside","lower heat risk","Medium heat risk","Lower heat risk",34.47,23.98,9,34.37,27.2,8,318,0.0505082592121982,483,0.076715374841169,200,0.031,1153,0.178,80.9,4,2,0,1
"E02003982","Roose","lower heat risk","Medium heat risk","Lower heat risk",30.73,21.25,10,34.66,27.29,8,373,0.0464681699264981,787,0.0980441011585898,239,0.03,1473,0.182,80,3,1,0,1
"E02003983","Abbotsmead & Salthouse","lower heat risk","Highest heat risk","Lower heat risk",34.46,23.82,9,34.21,27.3,8,391,0.0542678695350451,509,0.0706453851492019,213,0.029,1798,0.248,78.3,2,2,0,2
"E02003984","Barrow Central","lower heat risk","Highest heat risk","Lower heat risk",35.08,24.18,9,33.84,27.24,8,351,0.0534083992696287,363,0.055234327449787,343,0.053,1856,0.29,72.8,1,1,0,1
"E02003985","Walney Island North","lower heat risk","Medium heat risk","Lower heat risk",28.38,21.41,10,34.3,27.14,8,319,0.0474631751227496,713,0.106085403957744,109,0.016,1497,0.224,81.1,5,1,0,1
"E02003986","Walney Island South & Barrow Island","lower heat risk","Highest heat risk","Lower heat risk",30.46,22.11,10,33.85,27.24,8,284,0.0469654374069787,577,0.0954192161402348,118,0.02,1357,0.224,78.3,2,0,0,1
"E02004424","Billericay North East","lower heat risk","Lowest heat risk","Lower heat risk",38.32,25.54,7,38.44,27.56,7,351,0.0493046776232617,744,0.104509060261273,474,0.067,826,0.116,87.2,10,1,0,4
"E02004425","Billericay Queen's Park","lower heat risk","Lowest heat risk","Lower heat risk",39.34,25.17,8,38.67,27.69,7,435,0.0591595267237862,648,0.0881272949816402,472,0.064,1008,0.137,83.1,8,0,0,2
"E02004426","Billericay Central & Sunnymede","lower heat risk","Lowest heat risk","Lower heat risk",38.2,25.97,6,38.45,27.68,7,449,0.0553023771400419,880,0.108387732479369,643,0.079,1090,0.135,84.1,9,1,0,3
"E02004427","Billericay Tye Common","lower heat risk","Lowest heat risk","Lower heat risk",39.54,26,6,38.53,27.8,7,413,0.050924784217016,1076,0.132675709001233,472,0.059,1136,0.141,84.7,9,1,1,3
"E02004428","Wickford North East","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.5,27.04,4,38.36,27.57,7,371,0.0528942115768463,807,0.115055603079555,529,0.076,1301,0.187,81.1,5,3,0,1
"E02004429","Wickford West","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.82,26.24,5,38.55,27.81,7,337,0.0441793392763503,1018,0.133455689564761,414,0.055,1252,0.165,83.5,8,0,0,1
"E02004430","Wickford Shotgate","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.84,26.83,4,38.25,27.55,7,473,0.0561824444708398,668,0.0793443401829196,548,0.065,1179,0.14,83.6,8,1,0,3
"E02004431","Wickford South","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.74,26.57,5,38.36,27.71,7,656,0.0670208418471598,524,0.0535349407437679,762,0.078,1372,0.141,82.1,6,1,0,1
"E02004432","Bursteads","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.84,26.17,5,38.58,27.9,7,311,0.0482544608223429,656,0.101784328937161,389,0.06,942,0.146,84.3,9,0,0,3
"E02004433","Steeple View & Noak Bridge","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.56,26.99,4,38.66,27.9,7,553,0.063915857605178,639,0.0738557558945908,842,0.096,1592,0.182,80.3,4,2,0,1
"E02004434","Felmore & Bowers Gifford","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.35,26.21,5,38.16,27.78,7,539,0.0631665299425759,419,0.0491034806047111,973,0.114,1590,0.186,78.4,2,1,1,2
"E02004435","Whitmore Way & Fremnells","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.84,27.59,3,38.54,27.97,6,771,0.0779417711281844,435,0.0439749292357461,1308,0.134,1614,0.165,79.7,3,0,1,2
"E02004436","Chalvedon","highest heat risk","Highest heat risk","High heat and enhanced risk",40.89,27.94,2,38.29,27.9,7,520,0.0664197215480904,348,0.0444501213437221,1237,0.156,1883,0.238,76.8,1,1,0,2
